log_amount,hour,debtor_txn_count,creditor_freq,ch_batch,ch_internal,ch_internet,ch_mobile,cur_EUR,cur_GBP,cur_JPY,cur_USD
5.751810443666782,22,100,1,False,False,False,True,False,True,False,False
1.791759469228055,20,104,1,True,False,False,False,False,False,False,True
5.591173530273546,5,112,1,True,False,False,False,False,True,False,False
8.170940885446544,13,91,1,False,True,False,False,False,False,False,True
6.258969422120945,6,110,1,True,False,False,False,True,False,False,False
5.408337011586586,2,106,1,False,False,False,True,True,False,False,False
10.078747988188004,8,96,1,False,True,False,False,True,False,False,False
5.41938389452748,2,93,1,True,False,False,False,False,False,False,True
8.383456063343914,21,107,1,False,False,True,False,True,False,False,False
5.858818476755733,15,100,1,False,False,True,False,True,False,False,False
5.400603160088787,6,100,1,False,False,True,False,True,False,False,False
8.2350689787418,10,113,1,True,False,False,False,False,False,False,True
5.754348838226889,7,91,1,True,False,False,False,True,False,False,False
6.100991371635224,9,109,1,False,False,True,False,True,False,False,False
7.57451741559737,7,109,1,False,False,True,False,True,False,False,False
5.528833672191659,14,117,1,False,True,False,False,False,True,False,False
5.48968125132622,16,95,1,False,True,False,False,False,False,False,True
6.691748698792699,9,109,1,False,False,False,True,False,False,False,True
8.144731431719949,8,85,1,False,False,False,True,True,False,False,False
5.829416095153583,22,105,1,False,True,False,False,False,True,False,False
5.709665137814357,15,93,1,False,False,True,False,True,False,False,False
7.881982788359301,1,92,1,True,False,False,False,False,False,False,True
4.485147143388361,0,109,1,False,True,False,False,False,False,False,True
5.471850417308912,23,100,1,True,False,False,False,False,False,False,True
7.818804297046211,20,109,1,False,False,False,True,False,False,False,True
7.49419659486352,5,111,1,False,False,True,False,False,False,False,True
7.922648945406852,13,106,1,False,False,False,True,True,False,False,False
10.780663581637702,9,110,1,True,False,False,False,False,True,False,False
6.369781112630383,22,108,1,False,False,True,False,False,False,False,True
5.7905410419143655,20,75,1,True,False,False,False,False,False,False,True
8.127797279426828,13,96,1,True,False,False,False,False,False,False,True
5.669294544197528,12,92,1,False,False,False,True,True,False,False,False
2.578700529074361,18,86,1,False,True,False,False,False,False,False,True
10.583314410193074,1,84,1,False,False,False,True,False,False,False,True
10.626329448431111,13,85,1,True,False,False,False,False,False,False,True
6.5080087883674125,22,94,1,False,False,True,False,False,False,False,True
5.606353384880209,11,105,1,False,False,True,False,False,True,False,False
5.847103294100423,19,115,1,False,False,True,False,False,True,False,False
5.689649743079144,16,77,1,False,False,False,True,False,True,False,False
4.8338981155962015,9,103,1,False,True,False,False,False,False,False,True
8.458552974365633,9,95,1,False,True,False,False,False,False,False,True
6.025358598755538,18,109,1,True,False,False,False,False,False,False,True
6.039421030528836,7,106,1,False,False,False,True,False,False,False,True
5.103457533055977,3,99,1,False,False,False,True,True,False,False,False
6.23719117042245,18,100,1,False,False,False,True,False,True,False,False
9.38965574806673,0,105,1,True,False,False,False,False,False,False,True
5.96365646146741,19,100,1,False,False,False,True,False,False,False,True
6.445037046666786,20,99,1,True,False,False,False,False,False,False,True
7.323302722431814,2,88,1,True,False,False,False,True,False,False,False
5.375556146888839,14,118,1,False,False,False,True,False,True,False,False
8.055310101163261,16,96,1,False,False,False,True,False,True,False,False
5.418231463213374,20,103,1,False,True,False,False,True,False,False,False
4.225372824628505,1,111,1,False,True,False,False,False,False,False,True
8.040395333582795,23,107,1,True,False,False,False,True,False,False,False
4.953359226276525,9,101,1,True,False,False,False,False,True,False,False
5.9190013753742665,16,103,1,False,True,False,False,False,False,False,True
5.094302195668827,7,117,1,False,True,False,False,False,False,False,True
6.279440326423679,21,101,1,True,False,False,False,False,False,False,True
7.509948776410734,14,101,1,True,False,False,False,True,False,False,False
7.83118447131261,23,105,1,False,False,False,True,False,True,False,False
6.047443098517248,23,102,1,False,True,False,False,False,True,False,False
4.756774770119986,9,113,1,True,False,False,False,True,False,False,False
10.7043719222267,20,103,1,False,False,False,True,False,False,False,True
6.2087308612493155,20,121,1,False,False,False,True,True,False,False,False
4.092342559551428,21,97,1,False,True,False,False,False,False,False,True
5.795145480670174,13,96,1,False,False,False,True,False,False,False,True
8.128827059029938,21,99,1,False,False,True,False,True,False,False,False
6.036127157014171,3,86,1,False,True,False,False,False,True,False,False
7.043657608712654,0,102,1,False,False,False,True,False,False,False,True
4.6340491455384685,20,100,1,False,True,False,False,False,True,False,False
8.238513145533737,1,115,1,False,False,False,True,False,False,False,True
8.14510869932033,3,96,1,False,False,True,False,False,False,False,True
5.824730865655679,13,117,1,False,True,False,False,False,True,False,False
5.866383067486102,21,104,1,False,True,False,False,True,False,False,False
5.293304824724492,12,113,1,True,False,False,False,False,True,False,False
5.816634856072323,16,91,1,False,True,False,False,False,False,False,True
5.843428468280577,20,101,1,False,False,False,True,True,False,False,False
7.565000632787353,17,102,1,True,False,False,False,False,True,False,False
6.364526979664201,21,110,1,False,False,False,True,False,True,False,False
5.919082008614019,10,86,1,False,False,False,True,False,True,False,False
4.8064770426931265,1,102,1,False,False,False,True,False,False,False,True
5.990163701374934,1,91,1,False,False,False,True,False,False,False,True
9.928539612712598,21,93,1,True,False,False,False,False,False,False,True
8.33845640166033,4,112,1,False,False,True,False,False,True,False,False
6.162872601014138,23,95,1,False,False,True,False,False,True,False,False
7.4787235260690075,2,101,1,False,True,False,False,False,False,False,True
8.399773589709735,7,100,1,True,False,False,False,True,False,False,False
5.8941824243014285,20,103,1,False,False,True,False,True,False,False,False
6.050464320160579,16,108,1,False,False,True,False,False,False,False,True
8.673545445998336,7,123,1,False,False,True,False,False,False,False,True
5.576668541258341,10,98,1,False,False,False,True,False,True,False,False
5.236122762954919,22,107,1,False,True,False,False,False,True,False,False
5.121401174412632,9,105,1,False,True,False,False,True,False,False,False
5.185316627460793,7,95,1,False,False,False,True,False,True,False,False
7.967401488741581,7,95,1,False,False,True,False,False,False,False,True
5.864114013558541,2,98,1,False,True,False,False,False,True,False,False
5.83627165770228,4,89,1,False,False,True,False,True,False,False,False
6.052277386504494,7,102,1,True,False,False,False,True,False,False,False
5.713567775390998,21,113,1,False,True,False,False,True,False,False,False
6.251961684963541,7,93,1,False,False,True,False,False,True,False,False
5.565669172526567,17,89,1,False,False,True,False,True,False,False,False
6.563897838754019,3,104,1,False,False,False,True,False,False,False,True
5.97850594594359,12,103,1,False,False,False,True,False,True,False,False
5.14999135701204,22,91,1,False,False,False,True,True,False,False,False
4.944281793546234,3,113,1,False,True,False,False,False,True,False,False
5.922569885084037,17,102,1,True,False,False,False,False,False,False,True
5.589044797185778,2,90,1,False,True,False,False,False,True,False,False
6.01151224241176,16,98,1,False,False,True,False,True,False,False,False
5.918866972191396,4,115,1,False,False,False,True,True,False,False,False
5.670156747006541,9,86,1,False,True,False,False,True,False,False,False
5.158940350079394,23,105,1,False,False,False,True,True,False,False,False
4.300952144896211,22,75,1,True,False,False,False,False,False,False,True
7.754151304266853,5,94,1,False,False,True,False,False,False,False,True
8.363015844566752,13,95,1,False,True,False,False,False,True,False,False
8.108364432572413,10,103,1,True,False,False,False,False,False,False,True
4.737425765108562,15,107,1,False,True,False,False,False,False,False,True
8.089718642789812,10,86,1,False,False,True,False,False,False,False,True
5.882765130184641,13,111,1,False,False,False,True,False,True,False,False
5.126460859601846,2,113,1,False,True,False,False,False,False,False,True
5.780928683832855,0,85,1,True,False,False,False,False,True,False,False
10.62534778944585,7,94,1,True,False,False,False,False,False,False,True
4.8640669070081195,1,106,1,True,False,False,False,False,False,False,True
8.171226424049204,1,96,1,False,False,True,False,True,False,False,False
5.953554974034762,23,107,1,False,False,True,False,False,False,False,True
6.138720081389735,13,105,1,False,False,False,True,False,False,False,True
6.129202703879395,22,100,1,False,False,True,False,False,True,False,False
4.547011271814559,5,86,1,False,False,False,True,False,True,False,False
5.077234191200746,14,90,1,False,False,False,True,True,False,False,False
5.935581789860309,21,123,1,True,False,False,False,True,False,False,False
5.935079363660113,2,105,1,False,False,False,True,True,False,False,False
8.23577678197025,18,109,1,False,False,True,False,False,False,False,True
11.67040457086528,21,100,1,False,True,False,False,True,False,False,False
5.957468163349674,13,96,1,False,False,False,True,True,False,False,False
6.1555584856276155,21,94,1,True,False,False,False,False,False,False,True
6.0960497622980565,20,103,1,False,True,False,False,False,False,False,True
8.288557083592378,5,111,1,False,False,False,True,False,False,False,True
7.835223311446417,13,96,1,False,False,True,False,False,False,False,True
8.328318207752439,0,94,1,False,True,False,False,False,True,False,False
5.220788164038799,18,104,1,True,False,False,False,False,False,False,True
5.581539508277724,6,98,1,False,False,False,True,False,False,False,True
7.7288338262502805,14,111,1,False,True,False,False,True,False,False,False
5.7470973593421455,15,122,1,False,True,False,False,False,False,False,True
6.474199290707447,0,93,1,False,True,False,False,False,False,False,True
5.2988172415896875,12,102,1,False,False,False,True,False,True,False,False
6.0012663520802425,6,95,1,False,False,False,True,False,True,False,False
4.079061705357583,3,104,1,True,False,False,False,False,True,False,False
5.438991935830805,23,103,1,False,True,False,False,True,False,False,False
11.031335128337242,3,100,1,False,True,False,False,False,False,False,True
5.738634685423412,12,94,1,False,False,True,False,False,True,False,False
4.936916989601973,17,129,1,False,False,True,False,True,False,False,False
5.2663105704129505,0,105,1,False,False,True,False,False,True,False,False
5.998787667487763,13,93,1,False,False,True,False,True,False,False,False
7.5524734801375795,4,100,1,False,True,False,False,False,True,False,False
5.809552906286994,22,113,1,True,False,False,False,True,False,False,False
8.029224349793175,22,102,1,True,False,False,False,True,False,False,False
5.3144859477096205,3,104,1,False,True,False,False,True,False,False,False
8.735029886243808,21,86,1,True,False,False,False,True,False,False,False
5.98164145815922,17,113,1,False,True,False,False,False,True,False,False
1.791759469228055,17,91,1,False,False,False,True,True,False,False,False
5.795966561197395,3,80,1,False,True,False,False,False,False,False,True
5.306930169646259,18,105,1,True,False,False,False,False,True,False,False
6.061153842702026,17,84,1,False,False,True,False,False,True,False,False
5.204665810466581,0,100,1,False,False,True,False,False,False,False,True
5.648234528023389,23,97,1,False,True,False,False,False,True,False,False
5.931581837506605,8,103,1,False,False,False,True,False,False,False,True
8.366284251467812,22,113,1,False,False,False,True,False,True,False,False
4.795459912431223,21,109,1,False,False,True,False,False,False,False,True
7.82374596584729,0,106,1,True,False,False,False,False,True,False,False
5.437035285859859,14,96,1,True,False,False,False,True,False,False,False
5.313205979041787,4,103,1,True,False,False,False,False,True,False,False
6.338276006422303,14,102,1,False,False,False,True,False,True,False,False
5.890953365511593,16,85,1,False,True,False,False,False,True,False,False
4.717337482858839,18,108,1,False,True,False,False,False,True,False,False
6.083770217892008,15,91,1,False,True,False,False,False,True,False,False
6.428622101948636,8,106,1,False,False,True,False,False,False,False,True
8.422816575705316,9,106,1,True,False,False,False,False,False,False,True
6.581955884417228,1,123,1,False,False,True,False,True,False,False,False
5.430923331096058,19,112,1,False,True,False,False,True,False,False,False
6.196525590871426,2,101,1,False,True,False,False,False,False,False,True
5.272230031784718,11,97,1,False,False,True,False,True,False,False,False
5.906913776705081,21,95,1,False,True,False,False,False,False,False,True
6.0335657231266175,22,109,1,False,False,False,True,False,False,False,True
7.384362059361444,19,116,1,False,False,True,False,True,False,False,False
5.676993499565986,21,109,1,False,False,False,True,False,True,False,False
1.791759469228055,3,122,1,False,True,False,False,False,False,False,True
4.9927428412546675,6,100,1,False,False,True,False,False,False,False,True
7.871749870925303,20,99,1,False,False,True,False,False,True,False,False
4.734706107337125,14,101,1,True,False,False,False,False,False,False,True
6.302362532609765,20,96,1,False,True,False,False,False,False,False,True
4.4599131733309525,8,111,1,False,False,True,False,False,False,False,True
5.459542960047257,13,109,1,False,False,True,False,True,False,False,False
5.770225431204915,1,104,1,False,False,True,False,False,False,False,True
6.248410311830658,11,96,1,True,False,False,False,False,True,False,False
4.4499189007168,21,112,1,False,True,False,False,True,False,False,False
6.164303788512444,1,105,1,True,False,False,False,False,True,False,False
8.011802770140186,9,91,1,True,False,False,False,False,False,False,True
7.332199145688083,22,108,1,True,False,False,False,False,True,False,False
5.914367496723015,21,89,1,True,False,False,False,False,False,False,True
5.80169532517887,22,111,1,True,False,False,False,False,False,False,True
10.239840496327949,16,95,1,False,False,False,True,False,True,False,False
5.741303025403381,6,112,1,False,False,True,False,False,False,False,True
5.493884150092012,18,108,1,False,False,False,True,True,False,False,False
8.061890570860863,18,107,1,False,False,False,True,False,False,False,True
5.992264227278547,11,89,1,False,True,False,False,False,True,False,False
8.590449229348462,14,107,1,False,False,False,True,False,True,False,False
9.631986524679693,4,108,1,False,True,False,False,False,True,False,False
6.431266667620596,3,102,1,True,False,False,False,False,False,False,True
4.288677031682191,10,84,1,False,False,False,True,False,True,False,False
10.51773491374347,17,114,1,False,True,False,False,False,False,False,True
5.964221810714108,10,113,1,True,False,False,False,True,False,False,False
5.838167669354644,13,92,1,False,False,True,False,False,False,False,True
5.335613151291733,0,101,1,False,False,False,True,False,False,False,True
5.597606812041533,6,93,1,True,False,False,False,False,False,False,True
5.42517025754396,3,109,1,False,False,True,False,True,False,False,False
10.247562954558848,11,108,1,True,False,False,False,False,True,False,False
10.950684434098076,6,96,1,False,False,False,True,False,True,False,False
5.870849379750005,12,89,1,False,True,False,False,True,False,False,False
7.581536137051117,11,116,1,False,False,True,False,False,False,False,True
6.077504619200367,7,105,1,False,False,True,False,False,True,False,False
5.84958411231155,9,97,1,False,False,False,True,False,True,False,False
8.347659125048068,20,116,1,False,False,False,True,False,True,False,False
5.979999068998704,18,116,1,False,True,False,False,False,False,False,True
7.4716533135690595,12,109,1,False,False,True,False,False,False,False,True
7.678201406544556,18,94,1,False,False,True,False,False,True,False,False
6.02366548689597,16,106,1,False,False,False,True,False,False,False,True
8.272968996490789,3,90,1,True,False,False,False,True,False,False,False
5.696623577457721,8,104,1,False,False,True,False,True,False,False,False
5.763936397475948,12,124,1,False,False,True,False,False,False,False,True
8.500555550263215,23,110,1,False,False,False,True,False,True,False,False
7.65616685864576,11,97,1,False,False,False,True,False,True,False,False
5.948191634874515,2,75,1,False,True,False,False,False,True,False,False
7.900158543963129,12,101,1,False,True,False,False,False,False,False,True
7.891510247910067,4,111,1,False,False,False,True,False,True,False,False
11.034511205323993,11,107,1,False,False,True,False,True,False,False,False
8.352110979515297,7,104,1,False,False,False,True,False,True,False,False
6.047443098517248,5,105,1,True,False,False,False,False,True,False,False
6.208227787457905,18,108,1,False,False,False,True,False,True,False,False
8.017145938422,7,97,1,False,False,False,True,False,True,False,False
8.300014316002027,5,105,1,True,False,False,False,False,True,False,False
5.5391436527145546,8,99,1,False,True,False,False,False,False,False,True
8.156868738972344,0,91,1,False,False,False,True,False,False,False,True
5.640061397098348,15,106,1,False,True,False,False,False,True,False,False
5.754317148030249,16,112,1,True,False,False,False,True,False,False,False
8.267125414314167,7,97,1,False,False,False,True,True,False,False,False
5.18329925496377,1,93,1,False,False,False,True,False,True,False,False
6.42139459961566,12,102,1,False,False,False,True,False,False,False,True
7.307852673322947,10,103,1,False,True,False,False,False,False,False,True
4.778030458992533,0,117,1,False,True,False,False,False,True,False,False
8.463406264193248,23,111,1,False,False,False,True,False,True,False,False
6.03965929595765,22,92,1,False,False,False,True,True,False,False,False
8.278220009990045,17,108,1,False,True,False,False,False,False,False,True
8.279829004462055,17,98,1,False,True,False,False,True,False,False,False
10.590517561292915,12,111,1,False,False,False,True,False,True,False,False
5.114454622735253,7,93,1,True,False,False,False,True,False,False,False
5.7441883826244515,6,95,1,True,False,False,False,True,False,False,False
5.295463297565131,11,125,1,False,True,False,False,True,False,False,False
6.103162439108417,15,91,1,False,False,True,False,False,True,False,False
5.630996704930548,12,116,1,False,False,True,False,True,False,False,False
7.47463036859915,6,85,1,False,False,True,False,False,False,False,True
5.532559104528279,0,101,1,True,False,False,False,False,False,False,True
5.894237531346878,23,111,1,False,False,False,True,True,False,False,False
5.377313372774535,17,92,1,True,False,False,False,False,True,False,False
5.179927897047815,3,95,1,False,True,False,False,False,True,False,False
5.821713647487879,14,90,1,True,False,False,False,False,False,False,True
10.71220042336926,18,96,1,False,False,True,False,False,False,False,True
5.4159226086223,21,104,1,False,False,False,True,True,False,False,False
10.32810900071049,18,81,1,False,False,True,False,False,True,False,False
5.816545523830769,22,97,1,False,False,False,True,False,True,False,False
6.7200633273981785,9,103,1,False,True,False,False,False,True,False,False
6.790996718371941,3,101,1,True,False,False,False,True,False,False,False
5.263881189226909,23,122,1,False,True,False,False,False,True,False,False
5.594637027395403,0,99,1,True,False,False,False,True,False,False,False
8.151148776464021,5,105,1,True,False,False,False,True,False,False,False
6.258242135442253,22,94,1,False,True,False,False,False,False,False,True
6.062970923759232,0,104,1,False,False,False,True,False,True,False,False
7.923380808284074,0,102,1,True,False,False,False,True,False,False,False
5.697596715569115,8,106,1,False,False,True,False,True,False,False,False
5.014760108673205,14,103,1,False,False,True,False,False,True,False,False
7.997404182938805,17,103,1,False,False,False,True,True,False,False,False
5.551796117658319,17,90,1,True,False,False,False,True,False,False,False
8.156246278454823,5,110,1,False,True,False,False,False,False,False,True
5.1756976530001255,6,84,1,True,False,False,False,True,False,False,False
8.237484579604928,7,82,1,False,True,False,False,False,False,False,True
8.575482854041818,11,97,1,False,True,False,False,True,False,False,False
7.950805525988751,11,112,1,True,False,False,False,False,False,False,True
5.889597920704412,16,118,1,False,False,True,False,False,False,False,True
6.00270117903397,23,115,1,True,False,False,False,True,False,False,False
5.484049766464073,10,105,1,False,False,False,True,True,False,False,False
8.1128694317221,1,93,1,False,False,True,False,False,True,False,False
8.012975685864491,20,108,1,False,True,False,False,True,False,False,False
8.054366943038158,7,93,1,False,False,True,False,True,False,False,False
5.220626058832165,22,117,1,False,False,False,True,False,True,False,False
8.01887897258731,4,107,1,False,False,True,False,False,True,False,False
5.928790952579924,23,113,1,True,False,False,False,False,True,False,False
11.142207665784236,11,109,1,True,False,False,False,True,False,False,False
6.097827060598271,10,89,1,False,False,False,True,False,False,False,True
6.436118316573723,18,104,1,False,False,False,True,False,False,False,True
5.225208894727398,19,97,1,True,False,False,False,True,False,False,False
6.068078305726295,11,109,1,False,False,True,False,True,False,False,False
5.794536837924666,18,100,1,False,False,True,False,True,False,False,False
8.74603249111523,2,100,1,False,True,False,False,True,False,False,False
5.191622627877074,17,91,1,False,False,False,True,False,False,False,True
10.052190276306407,3,80,1,True,False,False,False,True,False,False,False
7.6506017341548835,2,102,1,True,False,False,False,True,False,False,False
1.791759469228055,8,102,1,False,True,False,False,False,False,False,True
5.403307813738974,2,100,1,False,True,False,False,True,False,False,False
7.52956756193746,23,99,1,False,False,True,False,False,True,False,False
5.7793845681497515,8,101,1,False,False,True,False,True,False,False,False
5.86436953930415,19,88,1,False,False,True,False,False,False,False,True
6.367209006544842,0,109,1,False,True,False,False,False,True,False,False
6.0948330800850155,6,93,1,False,True,False,False,True,False,False,False
5.368123240791999,0,101,1,False,False,True,False,False,True,False,False
10.000283446302499,8,100,1,False,False,False,True,False,True,False,False
5.926365869111848,0,105,1,True,False,False,False,False,False,False,True
6.928194958219593,7,98,1,False,True,False,False,True,False,False,False
6.35562143139447,19,103,1,False,False,False,True,True,False,False,False
6.169443354467799,23,92,1,False,True,False,False,False,True,False,False
7.739463681340722,13,96,1,True,False,False,False,False,True,False,False
8.654920020874929,17,98,1,False,False,True,False,True,False,False,False
8.52353503932083,12,95,1,False,False,True,False,False,False,False,True
5.648340234406391,12,94,1,False,False,True,False,True,False,False,False
8.48832447101344,13,123,1,True,False,False,False,False,False,False,True
4.124550404279167,7,106,1,False,False,True,False,False,False,False,True
5.352284582817979,3,102,1,False,True,False,False,False,False,False,True
5.709731411258612,15,98,1,False,False,False,True,False,True,False,False
5.73026210746058,3,109,1,False,False,False,True,True,False,False,False
7.751862339893023,3,104,1,True,False,False,False,False,False,False,True
5.977441684744414,11,98,1,True,False,False,False,False,True,False,False
4.947766489317265,16,105,1,False,True,False,False,False,True,False,False
5.6335030616437844,4,99,1,False,False,True,False,False,False,False,True
5.765316486773473,6,90,1,False,False,False,True,False,False,False,True
5.935343829968647,17,95,1,False,False,False,True,False,False,False,True
6.010629716368993,4,100,1,True,False,False,False,True,False,False,False
4.88507207112091,17,85,1,False,False,True,False,False,True,False,False
6.550837448405976,23,100,1,True,False,False,False,False,False,False,True
8.500559617362214,8,99,1,False,False,True,False,False,False,False,True
8.160366807439612,7,94,1,False,False,True,False,False,False,False,True
5.2403174222500475,20,92,1,False,False,False,True,False,True,False,False
6.279777670405288,8,102,1,False,True,False,False,True,False,False,False
5.7631514064630345,18,96,1,False,False,False,True,False,False,False,True
8.470091101647155,10,86,1,False,True,False,False,True,False,False,False
8.039892604008486,6,98,1,True,False,False,False,False,False,False,True
6.413639268779094,11,99,1,False,False,False,True,False,True,False,False
8.63657672337262,4,98,1,False,False,True,False,True,False,False,False
5.574660394329824,21,108,1,False,False,False,True,False,False,False,True
8.40253626438662,5,114,1,False,True,False,False,True,False,False,False
5.985974504364344,5,92,1,False,True,False,False,True,False,False,False
8.527925394745264,15,106,1,False,True,False,False,False,True,False,False
5.051521286568598,15,102,1,True,False,False,False,True,False,False,False
6.001192080866493,10,102,1,True,False,False,False,False,True,False,False
6.130704614199486,9,106,1,False,False,False,True,False,False,False,True
3.6160399079369787,8,115,1,False,False,True,False,True,False,False,False
4.816322124449923,20,84,1,False,False,False,True,False,False,False,True
1.791759469228055,14,108,1,False,False,True,False,False,False,False,True
5.562948290969064,12,95,1,False,False,False,True,False,False,False,True
10.903233930608508,8,114,1,True,False,False,False,False,True,False,False
6.265966390697334,5,101,1,False,False,False,True,False,False,False,True
8.04306587143292,0,94,1,False,False,False,True,False,False,False,True
6.301317763234613,15,110,1,False,False,False,True,False,False,False,True
4.54308199367467,12,80,1,False,True,False,False,False,True,False,False
3.817492521581913,22,109,1,True,False,False,False,False,True,False,False
5.679045694423787,15,118,1,False,True,False,False,True,False,False,False
5.882235447006424,1,116,1,True,False,False,False,True,False,False,False
7.990224635493058,18,92,1,False,True,False,False,False,True,False,False
1.791759469228055,6,108,1,False,False,False,True,False,False,False,True
5.661674931950632,10,102,1,False,True,False,False,True,False,False,False
4.6570982788484505,23,85,1,False,False,False,True,True,False,False,False
5.995082992630693,22,100,1,False,True,False,False,False,False,False,True
5.874902640569862,21,99,1,True,False,False,False,False,False,False,True
5.075298807421978,4,96,1,False,True,False,False,False,True,False,False
7.709846546531262,13,96,1,False,False,True,False,False,False,False,True
4.956671771152826,10,90,1,True,False,False,False,False,False,False,True
7.974870020590249,13,97,1,False,True,False,False,False,True,False,False
10.98705134509645,21,101,1,True,False,False,False,False,False,False,True
7.328049884536299,23,93,1,True,False,False,False,False,True,False,False
5.931210169242796,21,102,1,False,False,False,True,False,True,False,False
5.400241986269962,6,91,1,False,False,False,True,False,True,False,False
5.204391228515873,3,105,1,False,True,False,False,False,False,False,True
5.652313726281008,8,105,1,False,False,False,True,False,False,False,True
4.981618345025764,17,103,1,False,False,True,False,True,False,False,False
5.384265678684401,0,100,1,False,False,True,False,False,False,False,True
4.798431682820381,18,113,1,False,False,False,True,True,False,False,False
